Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,Karyawan Beratahan,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,Very High,Female,96,High,Basic,Research Scientist,High,Married,2543,11868,4,No,13,High,Medium,Low,6,3,Excellent,2,2,2,2
28,Karyawan Beratahan,Travel_Rarely,895,Research & Development,15,College,Life Sciences,Low,Male,50,High,Basic,Laboratory Technician,High,Divorced,2207,22482,1,No,16,High,Very High,Low,4,5,Good,4,2,2,2
30,Karyawan Beratahan,Travel_Rarely,1176,Research & Development,20,Bachelor,Other,High,Male,85,High,Advanced,Manufacturing Director,Low,Married,9957,9096,0,No,15,High,High,Low,7,1,Good,6,2,0,2
35,Karyawan Beratahan,Travel_Rarely,890,Sales,2,Bachelor,Marketing,Very High,Female,97,High,Basic,Sales Representative,Very High,Married,2014,9687,1,No,13,High,Low,Very High,2,3,Excellent,2,2,2,2
59,Karyawan Beratahan,Travel_Rarely,1429,Research & Development,18,Master,Medical,Very High,Male,67,High,Intermediate ,Manufacturing Director,Very High,Single,10512,20002,6,No,12,High,Very High,Very High,25,6,Good,9,7,5,4
39,Karyawan Beratahan,Non-Travel,1485,Research & Development,25,College,Life Sciences,High,Male,71,High,Intermediate ,Healthcare Representative,High,Married,10920,3449,3,No,21,Very High,Medium,Low,13,2,Excellent,6,4,0,5
29,Karyawan Beratahan,Travel_Frequently,442,Sales,2,College,Life Sciences,Medium,Male,44,High,Advanced,Sales Executive,Very High,Single,4554,20260,1,No,18,High,Low,Very High,10,3,Good,10,7,0,9
34,Karyawan Keluar,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,Medium,Female,43,High,Intermediate ,Human Resources,Low,Divorced,9950,11533,9,Yes,15,High,High,High,11,2,Excellent,3,2,0,2
36,Karyawan Beratahan,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,High,Male,30,High,Advanced,Research Scientist,Medium,Single,4485,26285,4,No,12,High,Very High,Very High,10,2,Excellent,8,0,7,7
30,Karyawan Beratahan,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,84,High,Basic,Research Scientist,Low,Divorced,3204,10415,5,No,14,High,Very High,Low,8,3,Excellent,3,2,2,2
27,Karyawan Beratahan,Travel_Rarely,269,Research & Development,5,Below College,Technical Degree,High,Male,42,Medium,Intermediate ,Research Director,Very High,Divorced,12808,8842,1,Yes,16,High,Medium,Low,9,3,Excellent,9,8,0,8
43,Karyawan Beratahan,Travel_Rarely,1001,Research & Development,7,Bachelor,Life Sciences,High,Female,43,High,Intermediate ,Healthcare Representative,Low,Married,9985,9262,8,No,16,High,Low,Low,10,1,Good,1,0,0,0
38,Karyawan Beratahan,Travel_Rarely,343,Research & Development,15,College,Life Sciences,High,Male,92,Medium,Intermediate ,Research Director,Very High,Divorced,11510,15682,0,Yes,14,High,Medium,Low,12,3,Excellent,11,10,2,9
31,Karyawan Beratahan,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,High,Male,67,Very High,Basic,Sales Representative,Very High,Married,2791,21981,0,No,12,High,Low,Low,3,4,Excellent,2,2,2,2
30,Karyawan Beratahan,Travel_Rarely,501,Sales,27,Doctor,Marketing,High,Male,99,High,Advanced,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Very High,Very High,Low,10,2,Good,8,7,7,7
44,Karyawan Beratahan,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,Advanced,Sales Executive,Very High,Married,13320,11737,3,Yes,18,High,High,Low,23,2,Excellent,12,11,11,11
23,Karyawan Beratahan,Travel_Rarely,650,Research & Development,9,Below College,Medical,Medium,Male,37,High,Basic,Laboratory Technician,Low,Married,2500,4344,1,No,14,High,Very High,Low,5,2,Outstanding,4,3,0,2
21,Karyawan Keluar,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,Basic,Laboratory Technician,Low,Single,1416,17258,1,No,13,High,Low,Very High,1,6,Good,1,0,1,0
31,Karyawan Beratahan,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,Basic,Research Scientist,Very High,Married,2356,14871,3,Yes,19,High,Medium,Low,8,2,Excellent,6,4,0,2
46,Karyawan Keluar,Travel_Rarely,377,Sales,9,Bachelor,Marketing,Low,Male,52,High,Intermediate ,Sales Executive,Very High,Divorced,10096,15986,4,No,11,High,Low,Low,28,1,Outstanding,7,7,4,3
53,Karyawan Beratahan,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,Very High,Male,86,High,Advanced,Laboratory Technician,Very High,Single,2450,10919,2,No,17,High,Very High,Very High,19,4,Excellent,2,2,2,2
49,Karyawan Beratahan,Travel_Rarely,1418,Research & Development,1,Bachelor,Technical Degree,High,Female,36,High,Basic,Research Scientist,Low,Married,3580,10554,2,No,16,High,Medium,Low,7,2,Excellent,4,2,0,2
46,Karyawan Beratahan,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,Very High,Female,74,Medium,Advanced,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Very High,Low,High,19,2,Excellent,16,13,1,7
31,Karyawan Beratahan,Travel_Rarely,140,Research & Development,12,Below College,Medical,High,Female,95,High,Basic,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Very High,High,Low,7,0,Excellent,4,2,0,2
58,Karyawan Beratahan,Travel_Rarely,1055,Research & Development,1,Bachelor,Medical,Very High,Female,76,High,Advanced,Research Director,Low,Married,19701,22456,3,Yes,21,Very High,High,Low,32,3,Excellent,9,8,1,5
34,Karyawan Beratahan,Non-Travel,1065,Sales,23,Master,Marketing,Medium,Male,72,High,Advanced,Sales Executive,High,Single,4568,10034,0,No,20,Very High,High,Very High,10,2,Excellent,9,5,8,7
35,Karyawan Beratahan,Travel_Frequently,664,Research & Development,1,Bachelor,Medical,Medium,Male,79,High,Basic,Research Scientist,Low,Married,2194,5868,4,No,13,High,Very High,Low,5,2,Good,3,2,1,2
32,Karyawan Beratahan,Travel_Rarely,334,Research & Development,5,College,Life Sciences,Low,Male,80,Very High,Basic,Research Scientist,Medium,Divorced,3298,15053,0,Yes,12,High,Very High,Medium,7,5,Good,6,2,0,5
35,Karyawan Beratahan,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,Very High,Male,46,Low,Basic,Laboratory Technician,High,Single,4230,19225,0,No,15,High,High,Very High,6,2,Excellent,5,4,4,3
19,Karyawan Beratahan,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Medium,Female,57,Very High,Basic,Research Scientist,Very High,Single,2994,21221,1,Yes,12,High,Very High,Very High,1,2,Excellent,1,0,0,1
28,Karyawan Beratahan,Travel_Rarely,866,Sales,5,Bachelor,Medical,Very High,Male,84,High,Advanced,Sales Executive,Low,Single,8463,23490,0,No,18,High,Very High,Very High,6,4,Excellent,5,4,1,3
32,Karyawan Keluar,Travel_Rarely,1045,Sales,4,Master,Medical,Very High,Male,32,Low,Intermediate ,Sales Executive,Very High,Married,10400,25812,1,No,11,High,High,Very High,14,2,Good,14,8,9,8
43,Karyawan Beratahan,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,Very High,Female,33,High,Advanced,Healthcare Representative,Very High,Married,5562,21782,4,No,13,High,Medium,Low,12,2,Good,5,2,2,2
37,Karyawan Beratahan,Travel_Rarely,367,Research & Development,25,College,Medical,High,Female,52,Medium,Advanced,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,High,High,Medium,9,2,Excellent,6,2,1,3
38,Karyawan Beratahan,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,Very High,Male,88,High,Advanced,Manufacturing Director,High,Married,6553,7259,9,No,14,High,Medium,Very High,14,3,Excellent,1,0,0,0
30,Karyawan Beratahan,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,High,Male,48,High,Advanced,Human Resources,Very High,Married,6347,13982,0,Yes,19,High,Very High,Very High,12,2,Low,11,9,4,7
53,Karyawan Beratahan,Travel_Rarely,1436,Sales,6,College,Marketing,Medium,Male,34,High,Advanced,Sales Representative,High,Married,2306,16047,2,Yes,20,Very High,Very High,Low,13,3,Low,7,7,4,5
42,Karyawan Beratahan,Travel_Rarely,635,Sales,1,Below College,Life Sciences,Medium,Male,99,High,Advanced,Sales Executive,High,Married,4907,24532,1,No,25,Very High,High,Very High,20,3,Excellent,20,16,11,6
30,Karyawan Beratahan,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,High,Female,71,High,Basic,Research Scientist,High,Divorced,2083,22653,1,No,20,Very High,High,Low,1,2,Excellent,1,0,0,0
25,Karyawan Keluar,Travel_Rarely,867,Sales,19,College,Marketing,High,Male,36,Medium,Basic,Sales Representative,Medium,Married,2413,18798,1,Yes,18,High,High,High,1,2,Excellent,1,0,0,0
53,Karyawan Beratahan,Travel_Rarely,447,Research & Development,2,Bachelor,Medical,Very High,Male,39,Very High,Advanced,Research Director,Medium,Single,16598,19764,4,No,12,High,Medium,Very High,35,2,Good,9,8,8,8
29,Karyawan Beratahan,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Very High,Male,83,High,Basic,Sales Representative,Medium,Divorced,2297,17967,1,No,14,High,Very High,Medium,2,2,Excellent,2,2,2,2
42,Karyawan Keluar,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,High,Male,44,High,Advanced,Sales Executive,Low,Single,13758,2447,0,Yes,12,High,Medium,Very High,22,2,Good,21,9,13,14
34,Karyawan Beratahan,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,High,Female,100,Medium,Basic,Research Scientist,Very High,Single,2553,8306,1,No,16,High,High,Very High,6,3,Excellent,5,2,1,3
28,Karyawan Beratahan,Travel_Rarely,1169,Human Resources,8,College,Medical,Medium,Male,63,Medium,Basic,Human Resources,Very High,Divorced,4936,23965,1,No,13,High,Very High,Low,6,6,Excellent,5,1,0,4
43,Karyawan Beratahan,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,Very High,Female,80,High,Advanced,Manager,Very High,Married,16064,7744,5,Yes,22,Very High,High,Low,22,3,Excellent,17,13,1,9
37,Karyawan Beratahan,Travel_Rarely,228,Sales,6,Master,Medical,High,Male,98,High,Advanced,Sales Executive,Very High,Married,6502,22825,4,No,14,High,Medium,Low,7,5,Outstanding,5,4,0,1
44,Karyawan Beratahan,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,Low,Female,50,Medium,Advanced,Human Resources,High,Single,5985,26894,4,No,11,High,Medium,Very High,10,1,Outstanding,2,2,0,2
34,Karyawan Beratahan,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Low,Female,92,Medium,Basic,Research Scientist,High,Divorced,2029,15891,1,No,20,Very High,High,High,5,2,Excellent,5,4,0,0
28,Karyawan Beratahan,Travel_Rarely,304,Sales,9,Master,Life Sciences,Medium,Male,92,High,Advanced,Sales Executive,Very High,Single,5253,20750,1,No,16,High,Very High,Very High,7,1,Excellent,7,5,0,7
40,Karyawan Beratahan,Travel_Rarely,300,Sales,26,Bachelor,Marketing,High,Male,74,High,Advanced,Sales Executive,Low,Married,8396,22217,1,No,14,High,Medium,Low,8,3,Good,7,7,7,5
34,Karyawan Beratahan,Travel_Rarely,1111,Sales,8,College,Life Sciences,High,Female,93,High,Advanced,Sales Executive,Low,Married,6500,13305,5,No,17,High,Medium,Low,6,1,Excellent,3,2,1,2
44,Karyawan Beratahan,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,Very High,Male,50,High,Advanced,Healthcare Representative,Medium,Single,5933,5197,9,No,12,High,Very High,Very High,10,2,Good,5,2,2,3
25,Karyawan Beratahan,Travel_Rarely,180,Research & Development,2,Below College,Medical,Low,Male,65,Very High,Basic,Research Scientist,Low,Single,3424,21632,7,No,13,High,High,Very High,6,3,Good,4,3,0,1
34,Karyawan Keluar,Travel_Rarely,699,Research & Development,6,Below College,Medical,Medium,Male,83,High,Basic,Research Scientist,Low,Single,2960,17102,2,No,11,High,High,Very High,8,2,Excellent,4,2,1,3
60,Karyawan Beratahan,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,Low,Female,41,High,Advanced,Manager,Low,Married,19566,3854,5,No,11,High,Very High,Very High,33,5,Low,29,8,11,10
32,Karyawan Beratahan,Travel_Rarely,601,Sales,7,Doctor,Marketing,Very High,Male,97,High,Advanced,Sales Executive,Very High,Married,9204,23343,4,No,12,High,High,Low,7,3,Good,4,3,0,3
36,Karyawan Beratahan,Travel_Rarely,188,Research & Development,7,Master,Other,Medium,Male,65,High,Basic,Research Scientist,Very High,Single,4678,23293,2,No,18,High,High,Very High,8,6,Excellent,6,2,0,1
32,Karyawan Beratahan,Non-Travel,1109,Research & Development,29,Master,Medical,Very High,Female,69,High,Basic,Laboratory Technician,High,Single,4025,11135,9,No,12,High,Medium,Very High,10,2,Excellent,8,7,7,7
42,Karyawan Beratahan,Travel_Rarely,1147,Human Resources,10,Bachelor,Human Resources,High,Female,31,High,Advanced,Manager,Low,Married,16799,16616,0,No,14,High,High,Low,21,5,Excellent,20,7,0,9
40,Karyawan Keluar,Travel_Rarely,575,Sales,22,College,Marketing,High,Male,68,Medium,Advanced,Sales Executive,High,Married,6380,6110,2,Yes,12,High,Low,Medium,8,6,Excellent,6,4,1,0
25,Karyawan Keluar,Travel_Rarely,240,Sales,5,Bachelor,Marketing,High,Male,46,Medium,Advanced,Sales Executive,High,Single,5744,26959,1,Yes,11,High,Very High,Very High,6,1,Excellent,6,4,0,3
24,Karyawan Beratahan,Travel_Rarely,1127,Research & Development,18,Below College,Life Sciences,Medium,Male,52,High,Basic,Laboratory Technician,High,Married,2774,13257,0,No,12,High,High,Low,6,2,Excellent,5,3,1,2
35,Karyawan Beratahan,Travel_Rarely,1137,Research & Development,21,Below College,Life Sciences,Very High,Female,51,High,Advanced,Healthcare Representative,Very High,Married,4014,19170,1,Yes,25,Very High,Very High,Low,10,2,Low,10,6,0,7
48,Karyawan Beratahan,Travel_Rarely,817,Sales,2,Below College,Marketing,Medium,Male,56,Very High,Advanced,Sales Executive,Medium,Married,8120,18597,3,No,12,High,Very High,Very High,12,3,Excellent,2,2,2,2
50,Karyawan Beratahan,Travel_Rarely,1126,Research & Development,1,College,Medical,Very High,Male,66,High,Advanced,Research Director,Very High,Divorced,17399,6615,9,No,22,Very High,High,Low,32,1,Good,5,4,1,3
54,Karyawan Beratahan,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,85,High,Advanced,Research Director,Very High,Married,17779,23474,3,No,14,High,Low,Very High,36,2,Excellent,10,9,0,9
30,Karyawan Beratahan,Travel_Rarely,202,Sales,2,Below College,Technical Degree,High,Male,72,High,Basic,Sales Representative,Medium,Married,2476,17434,1,No,18,High,Low,Low,1,3,Excellent,1,0,0,0
31,Karyawan Keluar,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,Medium,Female,71,Low,Advanced,Sales Executive,High,Married,4559,24788,3,Yes,11,High,High,Low,4,2,Excellent,2,2,2,2
39,Karyawan Keluar,Travel_Rarely,1162,Sales,3,College,Medical,Very High,Female,41,High,Advanced,Sales Executive,High,Married,5238,17778,4,Yes,18,High,Low,Very High,12,3,Good,1,0,0,0
51,Karyawan Keluar,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,Low,Male,53,Low,Intermediate ,Manufacturing Director,Very High,Single,10650,25150,2,No,15,High,Very High,Very High,18,2,Excellent,4,2,0,3
44,Karyawan Beratahan,Non-Travel,981,Research & Development,5,Bachelor,Life Sciences,High,Male,90,Medium,Basic,Laboratory Technician,High,Single,3162,7973,3,No,14,High,Very High,Very High,7,5,Excellent,5,2,0,3
50,Karyawan Beratahan,Travel_Rarely,989,Research & Development,7,College,Medical,Medium,Female,43,Medium,Advanced,Research Director,High,Divorced,18740,16701,5,Yes,12,High,Very High,Low,29,2,Good,27,3,13,8
32,Karyawan Beratahan,Travel_Rarely,548,Research & Development,1,Bachelor,Life Sciences,Medium,Male,66,High,Advanced,Research Scientist,Medium,Married,6220,7346,1,No,17,High,Medium,Medium,10,3,Excellent,10,4,0,9
44,Karyawan Beratahan,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,High,Male,92,Very High,Advanced,Manager,Low,Divorced,19190,17477,1,No,14,High,Very High,Medium,26,4,Good,25,9,14,13
53,Karyawan Beratahan,Travel_Rarely,1219,Sales,2,Master,Life Sciences,Low,Female,78,Medium,Advanced,Manager,Very High,Married,15427,22021,2,No,16,High,High,Very High,31,3,Excellent,25,8,3,7
55,Karyawan Beratahan,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,Low,Female,83,High,Advanced,Manager,Medium,Single,16835,9873,3,No,23,Very High,Very High,Very High,37,2,Excellent,10,9,7,7
38,Karyawan Beratahan,Non-Travel,152,Sales,10,Bachelor,Technical Degree,High,Female,85,High,Advanced,Sales Executive,Very High,Single,5666,19899,1,Yes,13,High,Medium,Very High,6,1,Excellent,5,3,1,3
34,Karyawan Keluar,Travel_Rarely,1107,Human Resources,9,Master,Technical Degree,Low,Female,52,High,Basic,Human Resources,High,Married,2742,3072,1,No,15,High,Very High,Very High,2,0,Excellent,2,2,2,2
36,Karyawan Beratahan,Travel_Rarely,796,Research & Development,12,Doctor,Medical,Very High,Female,51,Medium,Intermediate ,Manufacturing Director,Very High,Single,8858,15669,0,No,11,High,Medium,Very High,15,2,Good,14,8,7,8
57,Karyawan Beratahan,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,83,Very High,Intermediate ,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,High,Medium,Low,12,2,Low,5,3,1,4
36,Karyawan Beratahan,Travel_Rarely,172,Research & Development,4,Master,Life Sciences,Low,Male,37,Medium,Advanced,Laboratory Technician,Very High,Single,5810,22604,1,No,16,High,High,Very High,10,2,Good,10,4,1,8
28,Karyawan Keluar,Travel_Rarely,529,Research & Development,2,Master,Life Sciences,Low,Male,79,High,Basic,Laboratory Technician,High,Single,3485,14935,2,No,11,High,High,Very High,5,5,Low,0,0,0,0
35,Karyawan Beratahan,Travel_Rarely,538,Research & Development,25,College,Other,Low,Male,54,Medium,Advanced,Laboratory Technician,Very High,Single,3681,14004,4,No,14,High,Very High,Very High,9,3,Excellent,3,2,0,2
27,Karyawan Beratahan,Travel_Frequently,1410,Sales,3,Below College,Medical,Very High,Female,71,Very High,Advanced,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Very High,Medium,Medium,6,3,Excellent,6,5,0,4
37,Karyawan Keluar,Travel_Rarely,807,Human Resources,6,Master,Human Resources,High,Male,63,High,Basic,Human Resources,Low,Divorced,2073,23648,4,Yes,22,Very High,Very High,Very High,7,3,Excellent,3,2,0,2
50,Karyawan Keluar,Travel_Rarely,869,Sales,3,College,Marketing,Low,Male,86,Medium,Basic,Sales Representative,High,Married,2683,3810,1,Yes,14,High,High,Very High,3,2,Excellent,3,2,0,2
45,Karyawan Beratahan,Non-Travel,1195,Research & Development,2,College,Medical,Low,Male,65,Medium,Advanced,Manager,Very High,Married,16792,20462,9,No,23,Very High,Very High,Low,22,1,Excellent,20,8,11,8
27,Karyawan Beratahan,Travel_Frequently,829,Sales,8,Below College,Marketing,High,Male,84,High,Advanced,Sales Executive,Very High,Married,4342,24008,0,No,19,High,Medium,Low,5,3,Excellent,4,2,1,1
41,Karyawan Beratahan,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,Medium,Female,91,High,Advanced,Manager,Low,Married,16595,5626,7,No,16,High,Medium,Low,22,2,Excellent,18,16,11,8
30,Karyawan Beratahan,Non-Travel,1116,Research & Development,2,Bachelor,Medical,High,Female,49,High,Basic,Laboratory Technician,Very High,Single,2564,7181,0,No,14,High,High,Very High,12,2,Good,11,7,6,7
32,Karyawan Beratahan,Non-Travel,862,Sales,2,Below College,Life Sciences,High,Female,76,High,Basic,Sales Representative,Low,Divorced,2827,14947,1,No,12,High,High,High,1,3,Excellent,1,0,0,0
55,Karyawan Beratahan,Travel_Rarely,692,Research & Development,14,Master,Medical,High,Male,61,Very High,Advanced,Research Director,Medium,Single,18722,13339,8,No,11,High,Very High,Very High,36,3,Excellent,24,15,2,15
32,Karyawan Keluar,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Very High,Male,79,High,Advanced,Laboratory Technician,High,Married,4883,22845,1,No,18,High,Low,Low,10,3,Excellent,10,4,1,1
54,Karyawan Beratahan,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,Very High,Female,53,High,Intermediate ,Manufacturing Director,High,Divorced,10502,9659,7,No,17,High,Low,Low,33,2,Low,5,4,1,4
